kind	lisp_name	c_name	source.path	source.line	arity.min	arity.max	arity.raw_min	arity.raw_max	opcode
subr	parse-partial-sexp	Fparse_partial_sexp	src/syntax.c	3524	2	6	2	6	-
subr	pdumper-stats	Fpdumper_stats	src/pdumper_write.c	3721	0	0	0	0	-
subr	pdumping-output	Fpdumping_output	src/emacs.c	625	0	0	0	0	-
subr	pdumping-p	Fpdumping_p	src/emacs.c	618	0	0	0	0	-
subr	plist-get	Fplist_get	src/fns.c	2574	2	3	2	3	-
subr	plist-member	Fplist_member	src/fns.c	2709	2	3	2	3	-
subr	plist-put	Fplist_put	src/fns.c	2631	3	4	3	4	-
subr	point	Fpoint	src/editfns.c	187	0	0	0	0	-
subr	point-marker	Fpoint_marker	src/editfns.c	197	0	0	0	0	-
subr	point-max	Fpoint_max	src/editfns.c	921	0	0	0	0	-
subr	point-max-marker	Fpoint_max_marker	src/editfns.c	932	0	0	0	0	-
subr	point-min	Fpoint_min	src/editfns.c	903	0	0	0	0	-
subr	point-min-marker	Fpoint_min_marker	src/editfns.c	913	0	0	0	0	-
subr	pos-bol	Fpos_bol	src/editfns.c	708	0	1	0	1	-
subr	pos-eol	Fpos_eol	src/editfns.c	764	0	1	0	1	-
subr	pos-visible-in-window-p	Fpos_visible_in_window_p	src/window.c	1965	0	3	0	3	-
subr	position-bytes	Fposition_bytes	src/editfns.c	961	1	1	1	1	-
subr	posix-looking-at	Fposix_looking_at	src/search.c	348	1	2	1	2	-
subr	posix-search-backward	Fposix_search_backward	src/search.c	2281	1	4	1	4	-
subr	posix-search-forward	Fposix_search_forward	src/search.c	2309	1	4	1	4	-
subr	posix-string-match	Fposix_string_match	src/search.c	449	2	4	2	4	-
subr	posn-at-point	Fposn_at_point	src/keyboard.c	11388	0	2	0	2	-
subr	posn-at-x-y	Fposn_at_x_y	src/keyboard.c	11345	2	4	2	4	-
subr	preceding-char	Fprevious_char	src/editfns.c	1006	0	0	0	0	-
subr	prefix-numeric-value	Fprefix_numeric_value	src/callint.c	790	1	1	1	1	-
subr	previous-char-property-change	Fprevious_char_property_change	src/textprop.c	746	1	2	1	2	-
subr	previous-frame	Fprevious_frame	src/frame.c	1867	0	2	0	2	-
subr	previous-overlay-change	Fprevious_overlay_change	src/buffer.c	4171	1	1	1	1	-
subr	previous-property-change	Fprevious_property_change	src/textprop.c	1076	1	3	1	3	-
subr	previous-single-char-property-change	Fprevious_single_char_property_change	src/textprop.c	859	2	4	2	4	-
subr	previous-single-property-change	Fprevious_single_property_change	src/textprop.c	1128	2	4	2	4	-
subr	previous-window	Fprevious_window	src/window.c	2930	0	3	0	3	-
subr	prin1	Fprin1	src/print.c	734	1	3	1	3	-
subr	prin1-to-string	Fprin1_to_string	src/print.c	791	1	3	1	3	-
subr	princ	Fprinc	src/print.c	840	1	2	1	2	-
subr	print	Fprint	src/print.c	878	1	2	1	2	-
subr	print--preprocess	Fprint_preprocess	src/print.c	1470	1	1	1	1	-
subr	process--sigaction-child	Fprocess__sigaction_child	src/process.c	7422	0	0	0	0	-
subr	process-attributes	Fprocess_attributes	src/process.c	7319	1	1	1	1	-
subr	process-buffer	Fprocess_buffer	src/process.c	1167	1	1	1	1	-
subr	process-coding-system	Fprocess_coding_system	src/process.c	7064	1	1	1	1	-
subr	process-command	Fprocess_command	src/process.c	1052	1	1	1	1	-
subr	process-contact	Fprocess_contact	src/process.c	1356	1	3	1	3	-
subr	process-datagram-address	Fprocess_datagram_address	src/process.c	2522	1	1	1	1	-
subr	process-descriptors	Fprocess_descriptors	src/process.c	1028	1	1	1	1	-
subr	process-exit-status	Fprocess_exit_status	src/process.c	1000	1	1	1	1	-
subr	process-filter	Fprocess_filter	src/process.c	1220	1	1	1	1	-
subr	process-id	Fprocess_id	src/process.c	1014	1	1	1	1	-
subr	process-inherit-coding-system-flag	Fprocess_inherit_coding_system_flag	src/process.c	7215	1	1	1	1	-
subr	process-list	Fprocess_list	src/process.c	1521	0	0	0	0	-
subr	process-mark	Fprocess_mark	src/process.c	1177	1	1	1	1	-
subr	process-name	Fprocess_name	src/process.c	1042	1	1	1	1	-
subr	process-plist	Fprocess_plist	src/process.c	1413	1	1	1	1	-
subr	process-query-on-exit-flag	Fprocess_query_on_exit_flag	src/process.c	1346	1	1	1	1	-
subr	process-running-child-p	Fprocess_running_child_p	src/process.c	6157	0	1	0	1	-
subr	process-select	Fprocess_select	src/process.c	1091	1	1	1	1	-
subr	process-send-eof	Fprocess_send_eof	src/process.c	6552	0	1	0	1	-
subr	process-send-region	Fprocess_send_region	src/process.c	6074	3	3	3	3	-
subr	process-send-string	Fprocess_send_string	src/process.c	6110	2	2	2	2	-
subr	process-sentinel	Fprocess_sentinel	src/process.c	1251	1	1	1	1	-
subr	process-status	Fprocess_status	src/process.c	954	1	1	1	1	-
subr	process-thread	Fprocess_thread	src/process.c	1275	1	1	1	1	-
subr	process-tty-name	Fprocess_tty_name	src/process.c	1064	1	2	1	2	-
subr	process-type	Fprocess_type	src/process.c	1434	1	1	1	1	-
subr	processp	Fprocessp	src/process.c	810	1	1	1	1	-
subr	profiler-cpu-log	Fprofiler_cpu_log	src/profiler.c	531	0	0	0	0	-
subr	profiler-cpu-running-p	Fprofiler_cpu_running_p	src/profiler.c	522	0	0	0	0	-
subr	profiler-cpu-start	Fprofiler_cpu_start	src/profiler.c	457	1	1	1	1	-
subr	profiler-cpu-stop	Fprofiler_cpu_stop	src/profiler.c	487	0	0	0	0	-
subr	profiler-memory-log	Fprofiler_memory_log	src/profiler.c	634	0	0	0	0	-
subr	profiler-memory-running-p	Fprofiler_memory_running_p	src/profiler.c	625	0	0	0	0	-
subr	profiler-memory-start	Fprofiler_memory_start	src/profiler.c	592	0	0	0	0	-
subr	profiler-memory-stop	Fprofiler_memory_stop	src/profiler.c	612	0	0	0	0	-
subr	program-version	Fprogram_version	src/emacs.c	2783	0	0	0	0	-
subr	proper-list-p	Fproper_list_p	src/fns.c	224	1	1	1	1	-
subr	propertize	Fpropertize	src/editfns.c	2964	1		1	MANY	-
subr	provide	Fprovide	src/fns.c	3618	1	2	1	2	-
subr	push-global-mark	Fpush_global_mark	src/editfns.c	204	0	0	0	0	-
subr	put	Fput	src/fns.c	2698	3	3	3	3	-
subr	put-text-property	Fput_text_property	src/textprop.c	1322	4	5	4	5	-
subr	put-unicode-property-internal	Fput_unicode_property_internal	src/chartab.c	1330	3	3	3	3	-
subr	puthash	Fputhash	src/fns.c	5808	3	3	3	3	-
subr	query-font	Fquery_font	src/font.c	5517	1	1	1	1	-
subr	quit-process	Fquit_process	src/process.c	6382	0	2	0	2	-
subr	raise-frame	Fraise_frame	src/frame.c	2967	0	1	0	1	-
subr	random	Frandom	src/fns.c	74	0	1	0	1	-
subr	rassoc	Frassoc	src/fns.c	2052	2	2	2	2	-
subr	rassq	Frassq	src/fns.c	2039	2	2	2	2	-
subr	re--describe-compiled	Fre__describe_compiled	src/search.c	3322	1	2	1	2	-
subr	re-search-backward	Fre_search_backward	src/search.c	2234	1	4	1	4	-
subr	re-search-forward	Fre_search_forward	src/search.c	2250	1	4	1	4	-
subr	read	Fread	src/lread.c	2142	0	1	0	1	-
subr	read-annotated	Fread_annotated	src/lread.c	2123	1	1	1	1	-
subr	read-buffer	Fread_buffer	src/minibuf.c	1482	1	4	1	4	-
subr	read-char	Fread_char	src/lread.c	765	0	3	0	3	-
subr	read-char-exclusive	Fread_char_exclusive	src/lread.c	849	0	3	0	3	-
subr	read-coding-system	Fread_coding_system	src/coding.c	8590	1	2	1	2	-
subr	read-command	Fread_command	src/minibuf.c	1422	1	2	1	2	-
subr	read-event	Fread_event	src/lread.c	814	0	3	0	3	-
subr	read-from-minibuffer	Fread_from_minibuffer	src/minibuf.c	1292	1	7	1	7	-
subr	read-from-string	Fread_from_string	src/lread.c	2170	1	3	1	3	-
subr	read-key-sequence	Fread_key_sequence	src/keyboard.c	10420	1	5	1	5	-
subr	read-key-sequence-vector	Fread_key_sequence_vector	src/keyboard.c	10473	1	5	1	5	-
subr	read-non-nil-coding-system	Fread_non_nil_coding_system	src/coding.c	8575	1	1	1	1	-
subr	read-string	Fread_string	src/minibuf.c	1388	1	5	1	5	-
subr	read-variable	Fread_variable	src/minibuf.c	1456	1	2	1	2	-
subr	recent-auto-save-p	Frecent_auto_save_p	src/fileio.c	6294	0	0	0	0	-
subr	recent-keys	Frecent_keys	src/keyboard.c	10626	0	1	0	1	-
subr	recenter	Frecenter	src/window.c	6649	0	2	0	2	-
subr	record	Frecord	src/alloc.c	2453	1		1	MANY	-
subr	recordp	Frecordp	src/data.c	481	1	1	1	1	-
subr	recursion-depth	Frecursion_depth	src/keyboard.c	10763	0	0	0	0	-
subr	recursive-edit	Frecursive_edit	src/keyboard.c	797	0	0	0	0	-
subr	redirect-debugging-output	Fredirect_debugging_output	src/print.c	944	1	2	1	2	-
subr	redirect-frame-focus	Fredirect_frame_focus	src/frame.c	3009	1	2	1	2	-
subr	redisplay	Fredisplay	src/dispnew.c	6094	0	1	0	1	-
subr	redraw-display	Fredraw_display	src/dispnew.c	3188	0	0	0	0	-
subr	redraw-frame	Fredraw_frame	src/dispnew.c	3179	0	1	0	1	-
subr	regexp-quote	Fregexp_quote	src/search.c	3111	1	1	1	1	-
subr	region-beginning	Fregion_beginning	src/editfns.c	275	0	0	0	0	-
subr	region-end	Fregion_end	src/editfns.c	282	0	0	0	0	-
subr	register-ccl-program	Fregister_ccl_program	src/ccl.c	2247	2	2	2	2	-
subr	register-code-conversion-map	Fregister_code_conversion_map	src/ccl.c	2315	2	2	2	2	-
subr	remhash	Fremhash	src/fns.c	5828	2	2	2	2	-
subr	remove-list-of-text-properties	Fremove_list_of_text_properties	src/textprop.c	1700	3	4	3	4	-
subr	remove-text-properties	Fremove_text_properties	src/textprop.c	1566	3	4	3	4	-
subr	remove-variable-watcher	Fremove_variable_watcher	src/data.c	1676	2	2	2	2	-
subr	rename-buffer	Frename_buffer	src/buffer.c	1869	1	2	1	2	-
subr	rename-file	Frename_file	src/fileio.c	2584	2	3	2	3	-
subr	replace-buffer-contents	Freplace_buffer_contents	src/editfns.c	1941	1	3	1	3	-
subr	replace-match	Freplace_match	src/search.c	2337	1	5	1	5	-
subr	require	Frequire	src/fns.c	3657	1	3	1	3	-
subr	resize-mini-window-internal	Fresize_mini_window_internal	src/window.c	5560	1	1	1	1	-
subr	restore-buffer-modified-p	Frestore_buffer_modified_p	src/buffer.c	1765	1	1	1	1	-
subr	resume-tty	Fresume_tty	src/term.c	2325	0	1	0	1	-
subr	reverse	Freverse	src/fns.c	2287	1	1	1	1	-
subr	round	Fround	src/floatfns.c	539	1	2	1	2	-
subr	run-hook-with-args	Frun_hook_with_args	src/eval.c	2504	1		1	MANY	-
subr	run-hook-with-args-until-failure	Frun_hook_with_args_until_failure	src/eval.c	2547	1		1	MANY	-
subr	run-hook-with-args-until-success	Frun_hook_with_args_until_success	src/eval.c	2523	1		1	MANY	-
subr	run-hook-wrapped	Frun_hook_wrapped	src/eval.c	2577	2		2	MANY	-
subr	run-hooks	Frun_hooks	src/eval.c	2479	0		0	MANY	-
subr	run-window-configuration-change-hook	Frun_window_configuration_change_hook	src/window.c	3752	0	1	0	1	-
subr	run-window-scroll-functions	Frun_window_scroll_functions	src/window.c	3765	0	1	0	1	-
subr	safe-length	Fsafe_length	src/fns.c	142	1	1	1	1	-
subr	scan-lists	Fscan_lists	src/syntax.c	3014	3	3	3	3	-
subr	scan-sexps	Fscan_sexps	src/syntax.c	3042	2	2	2	2	-
subr	scroll-down	Fscroll_down	src/window.c	6474	0	1	0	1	-
subr	scroll-left	Fscroll_left	src/window.c	6536	0	2	0	2	-
subr	scroll-right	Fscroll_right	src/window.c	6562	0	2	0	2	-
subr	scroll-up	Fscroll_up	src/window.c	6461	0	1	0	1	-
subr	search-backward	Fsearch_backward	src/search.c	2183	1	4	1	4	-
subr	search-forward	Fsearch_forward	src/search.c	2209	1	4	1	4	-
subr	secure-hash	Fsecure_hash	src/fns.c	6262	2	5	2	5	-
subr	secure-hash-algorithms	Fsecure_hash_algorithms	src/fns.c	5965	0	0	0	0	-
subr	select-frame	Fselect_frame	src/frame.c	1587	1	2	1	2	-
subr	select-window	Fselect_window	src/window.c	611	1	2	1	2	-
subr	selected-frame	Fselected_frame	src/frame.c	1632	0	0	0	0	-
subr	selected-window	Fselected_window	src/window.c	483	0	0	0	0	-
subr	self-insert-command	Fself_insert_command	src/cmds.c	263	1	2	1	2	-
subr	send-string-to-terminal	Fsend_string_to_terminal	src/dispnew.c	5886	1	2	1	2	-
subr	sequencep	Fsequencep	src/data.c	548	1	1	1	1	-
subr	serial-process-configure	Fserial_process_configure	src/process.c	2778	0		0	MANY	-
subr	set	Fset	src/data.c	1483	2	2	2	2	-
subr	set--this-command-keys	Fset__this_command_keys	src/keyboard.c	10670	1	1	1	1	-
subr	set-binary-mode	Fset_binary_mode	src/fileio.c	6328	2	2	2	2	-
subr	set-buffer	Fset_buffer	src/buffer.c	2580	1	1	1	1	-
subr	set-buffer-auto-saved	Fset_buffer_auto_saved	src/fileio.c	6271	0	0	0	0	-
subr	set-buffer-major-mode	Fset_buffer_major_mode	src/buffer.c	2448	1	1	1	1	-
subr	set-buffer-modified-p	Fset_buffer_modified_p	src/buffer.c	1738	1	1	1	1	-
subr	set-buffer-multibyte	Fset_buffer_multibyte	src/buffer.c	2888	1	1	1	1	-
subr	set-buffer-redisplay	Fset_buffer_redisplay	src/xdisp.c	577	4	4	4	4	-
subr	set-case-table	Fset_case_table	src/casetab.c	82	1	1	1	1	-
subr	set-category-table	Fset_category_table	src/category.c	262	1	1	1	1	-
subr	set-char-table-extra-slot	Fset_char_table_extra_slot	src/chartab.c	563	3	3	3	3	-
subr	set-char-table-parent	Fset_char_table_parent	src/chartab.c	525	2	2	2	2	-
subr	set-char-table-range	Fset_char_table_range	src/chartab.c	610	3	3	3	3	-
subr	set-charset-plist	Fset_charset_plist	src/charset.c	1312	2	2	2	2	-
subr	set-charset-priority	Fset_charset_priority	src/charset.c	2144	1		1	MANY	-
subr	set-coding-system-priority	Fset_coding_system_priority	src/coding.c	10838	0		0	MANY	-
subr	set-default	Fset_default	src/data.c	1893	2	2	2	2	-
subr	set-default-file-modes	Fset_default_file_modes	src/fileio.c	3622	1	1	1	1	-
subr	set-default-toplevel-value	Fset_default_toplevel_value	src/eval.c	707	2	2	2	2	-
subr	set-file-acl	Fset_file_acl	src/fileio.c	3505	2	2	2	2	-
subr	set-file-modes	Fset_file_modes	src/fileio.c	3591	2	3	2	3	-
subr	set-file-selinux-context	Fset_file_selinux_context	src/fileio.c	3374	2	2	2	2	-
subr	set-file-times	Fset_file_times	src/fileio.c	3663	1	3	1	3	-
subr	set-frame-height	Fset_frame_height	src/frame.c	3778	2	4	2	4	-
subr	set-frame-position	Fset_frame_position	src/frame.c	3877	3	3	3	3	-
subr	set-frame-selected-window	Fset_frame_selected_window	src/window.c	454	2	3	2	3	-
subr	set-frame-size	Fset_frame_size	src/frame.c	3836	3	4	3	4	-
subr	set-frame-width	Fset_frame_width	src/frame.c	3807	2	4	2	4	-
subr	set-frame-window-state-change	Fset_frame_window_state_change	src/frame.c	3921	0	2	0	2	-
subr	set-input-interrupt-mode	Fset_input_interrupt_mode	src/keyboard.c	11108	1	1	1	1	-
subr	set-input-meta-mode	Fset_input_meta_mode	src/keyboard.c	11189	1	2	1	2	-
subr	set-input-mode	Fset_input_mode	src/keyboard.c	11280	3	4	3	4	-
subr	set-keyboard-coding-system-internal	Fset_keyboard_coding_system_internal	src/coding.c	10698	1	2	1	2	-
subr	set-keymap-parent	Fset_keymap_parent	src/keymap.c	271	2	2	2	2	-
subr	set-marker	Fset_marker	src/marker.c	581	2	3	2	3	-
subr	set-marker-insertion-type	Fset_marker_insertion_type	src/marker.c	758	2	2	2	2	-
subr	set-match-data	Fset_match_data	src/search.c	2932	1	2	1	2	-
subr	set-minibuffer-window	Fset_minibuffer_window	src/minibuf.c	241	1	1	1	1	-
subr	set-mouse-pixel-position	Fset_mouse_pixel_position	src/frame.c	2776	3	3	3	3	-
subr	set-mouse-position	Fset_mouse_position	src/frame.c	2726	3	3	3	3	-
subr	set-network-process-option	Fset_network_process_option	src/process.c	2739	3	4	3	4	-
subr	set-output-flow-control	Fset_output_flow_control	src/keyboard.c	11155	1	2	1	2	-
subr	set-process-buffer	Fset_process_buffer	src/process.c	1144	2	2	2	2	-
subr	set-process-coding-system	Fset_process_coding_system	src/process.c	7037	1	3	1	3	-
subr	set-process-datagram-address	Fset_process_datagram_address	src/process.c	2545	2	2	2	2	-
subr	set-process-filter	Fset_process_filter	src/process.c	1186	2	2	2	2	-
subr	set-process-inherit-coding-system-flag	Fset_process_inherit_coding_system_flag	src/process.c	1306	2	2	2	2	-
subr	set-process-plist	Fset_process_plist	src/process.c	1422	2	2	2	2	-
subr	set-process-query-on-exit-flag	Fset_process_query_on_exit_flag	src/process.c	1332	2	2	2	2	-
subr	set-process-sentinel	Fset_process_sentinel	src/process.c	1230	2	2	2	2	-
subr	set-process-thread	Fset_process_thread	src/process.c	1261	2	2	2	2	-
subr	set-process-window-size	Fset_process_window_size	src/process.c	1285	3	3	3	3	-
subr	set-quit-char	Fset_quit_char	src/keyboard.c	11245	1	1	1	1	-
subr	set-safe-terminal-coding-system-internal	Fset_safe_terminal_coding_system_internal	src/coding.c	10667	1	1	1	1	-
subr	set-standard-case-table	Fset_standard_case_table	src/casetab.c	104	1	1	1	1	-
subr	set-syntax-table	Fset_syntax_table	src/syntax.c	1029	1	1	1	1	-
subr	set-terminal-coding-system-internal	Fset_terminal_coding_system_internal	src/coding.c	10645	1	2	1	2	-
subr	set-terminal-parameter	Fset_terminal_parameter	src/terminal.c	536	3	3	3	3	-
subr	set-text-properties	Fset_text_properties	src/textprop.c	1338	3	4	3	4	-
subr	set-time-zone-rule	Fset_time_zone_rule	src/timefns.c	1929	1	1	1	1	-
subr	set-visited-file-modtime	Fset_visited_file_modtime	src/fileio.c	5942	0	1	0	1	-
subr	set-window-buffer	Fset_window_buffer	src/window.c	4322	2	3	2	3	-
subr	set-window-combination-limit	Fset_window_combination_limit	src/window.c	742	2	2	2	2	-
subr	set-window-configuration	Fset_window_configuration	src/window.c	7072	1	3	1	3	-
subr	set-window-cursor-type	Fset_window_cursor_type	src/window.c	8015	2	2	2	2	-
subr	set-window-dedicated-p	Fset_window_dedicated_p	src/window.c	2284	2	2	2	2	-
subr	set-window-display-table	Fset_window_display_table	src/window.c	2439	2	2	2	2	-
subr	set-window-fringes	Fset_window_fringes	src/window.c	7964	2	5	2	5	-
subr	set-window-hscroll	Fset_window_hscroll	src/window.c	1309	2	2	2	2	-
subr	set-window-margins	Fset_window_margins	src/window.c	7854	2	3	2	3	-
subr	set-window-new-normal	Fset_window_new_normal	src/window.c	4622	1	2	1	2	-
subr	set-window-new-pixel	Fset_window_new_pixel	src/window.c	4568	2	3	2	3	-
subr	set-window-new-total	Fset_window_new_total	src/window.c	4596	2	3	2	3	-
subr	set-window-next-buffers	Fset_window_next_buffers	src/window.c	2345	2	2	2	2	-
subr	set-window-parameter	Fset_window_parameter	src/window.c	2386	3	3	3	3	-
subr	set-window-point	Fset_window_point	src/window.c	1891	2	2	2	2	-
subr	set-window-prev-buffers	Fset_window_prev_buffers	src/window.c	2322	2	2	2	2	-
subr	set-window-scroll-bars	Fset_window_scroll_bars	src/window.c	8178	1	6	1	6	-
subr	set-window-start	Fset_window_start	src/window.c	1927	2	3	2	3	-
subr	set-window-vscroll	Fset_window_vscroll	src/window.c	8281	2	4	2	4	-
subr	setcar	Fsetcar	src/data.c	771	2	2	2	2	-
subr	setcdr	Fsetcdr	src/data.c	780	2	2	2	2	-
subr	setplist	Fsetplist	src/data.c	1080	2	2	2	2	-
subr	signal	Fsignal	src/eval.c	1639	2	2	2	2	-
subr	signal-names	Fsignal_names	src/process.c	7401	0	0	0	0	-
subr	signal-process	Fsignal_process	src/process.c	6533	2	3	2	3	-
subr	sin	Fsin	src/floatfns.c	132	1	1	1	1	-
subr	single-key-description	Fsingle_key_description	src/keymap.c	2292	1	2	1	2	-
subr	skip-chars-backward	Fskip_chars_backward	src/syntax.c	1601	1	2	1	2	-
subr	skip-chars-forward	Fskip_chars_forward	src/syntax.c	1586	1	2	1	2	-
subr	skip-syntax-backward	Fskip_syntax_backward	src/syntax.c	1621	1	2	1	2	-
subr	skip-syntax-forward	Fskip_syntax_forward	src/syntax.c	1610	1	2	1	2	-
subr	sleep-for	Fsleep_for	src/dispnew.c	5969	1	2	1	2	-
subr	sort	Fsort	src/fns.c	2412	1		1	MANY	-
subr	sort-charsets	Fsort_charsets	src/charset.c	2225	1	1	1	1	-
subr	special-variable-p	Fspecial_variable_p	src/eval.c	3436	1	1	1	1	-
subr	split-char	Fsplit_char	src/charset.c	1999	1	1	1	1	-
subr	split-window-internal	Fsplit_window_internal	src/window.c	5073	4	4	4	4	-
subr	sqrt	Fsqrt	src/floatfns.c	259	1	1	1	1	-
subr	standard-case-table	Fstandard_case_table	src/casetab.c	72	0	0	0	0	-
subr	standard-category-table	Fstandard_category_table	src/category.c	192	0	0	0	0	-
subr	standard-syntax-table	Fstandard_syntax_table	src/syntax.c	994	0	0	0	0	-
subr	start-kbd-macro	Fstart_kbd_macro	src/macros.c	42	1	2	1	2	-
subr	stop-process	Fstop_process	src/process.c	6391	0	2	0	2	-
subr	store-kbd-macro-event	Fstore_kbd_macro_event	src/macros.c	218	1	1	1	1	-
subr	string	Fstring	src/character.c	842	0		0	MANY	-
subr	string-as-multibyte	Fstring_as_multibyte	src/fns.c	1426	1	1	1	1	-
subr	string-as-unibyte	Fstring_as_unibyte	src/fns.c	1404	1	1	1	1	-
subr	string-bytes	Fstring_bytes	src/fns.c	259	1	1	1	1	-
subr	string-collate-equalp	Fstring_collate_equalp	src/fns.c	643	2	4	2	4	-
subr	string-collate-lessp	Fstring_collate_lessp	src/fns.c	597	2	4	2	4	-
subr	string-distance	Fstring_distance	src/fns.c	268	2	3	2	3	-
subr	string-equal	Fstring_equal	src/fns.c	335	2	2	2	2	-
subr	string-lessp	Fstring_lessp	src/fns.c	553	2	2	2	2	-
subr	string-make-multibyte	Fstring_make_multibyte	src/fns.c	1364	1	1	1	1	-
subr	string-make-unibyte	Fstring_make_unibyte	src/fns.c	1392	1	1	1	1	-
subr	string-match	Fstring_match	src/search.c	430	2	4	2	4	-
subr	string-search	Fstring_search	src/fns.c	6419	2	3	2	3	-
subr	string-to-char	Fstring_to_char	src/editfns.c	175	1	1	1	1	-
subr	string-to-multibyte	Fstring_to_multibyte	src/fns.c	1464	1	1	1	1	-
subr	string-to-number	Fstring_to_number	src/data.c	2770	1	2	1	2	-
subr	string-to-syntax	Fstring_to_syntax	src/syntax.c	1135	1	1	1	1	-
subr	string-to-unibyte	Fstring_to_unibyte	src/fns.c	1483	1	1	1	1	-
subr	string-version-lessp	Fstring_version_lessp	src/fns.c	571	2	2	2	2	-
subr	string-width	Fstring_width	src/character.c	462	1	3	1	3	-
subr	stringp	Fstringp	src/data.c	490	1	1	1	1	-
subr	subr-arity	Fsubr_arity	src/data.c	1089	1	1	1	1	-
subr	subr-name	Fsubr_name	src/data.c	1107	1	1	1	1	-
subr	subr-native-lambda-list	Fsubr_native_lambda_list	src/data.c	1125	1	1	1	1	-
subr	subr-type	Fsubr_type	src/data.c	1140	1	1	1	1	-
subr	subrp	Fsubrp	src/data.c	586	1	1	1	1	-
subr	subst-char-in-region	Fsubst_char_in_region	src/editfns.c	2240	4	5	4	5	-
subr	substitute-in-file-name	Fsubstitute_in_file_name	src/fileio.c	1943	1	1	1	1	-
subr	substring	Fsubstring	src/fns.c	1578	1	3	1	3	-
subr	substring-no-properties	Fsubstring_no_properties	src/fns.c	1620	1	3	1	3	-
subr	suspend-emacs	Fsuspend_emacs	src/keyboard.c	10835	0	1	0	1	-
subr	suspend-tty	Fsuspend_tty	src/term.c	2264	0	1	0	1	-
subr	sxhash-eq	Fsxhash_eq	src/fns.c	5496	1	1	1	1	-
subr	sxhash-eql	Fsxhash_eql	src/fns.c	5506	1	1	1	1	-
subr	sxhash-equal	Fsxhash_equal	src/fns.c	5517	1	1	1	1	-
subr	sxhash-equal-including-properties	Fsxhash_equal_including_properties	src/fns.c	5528	1	1	1	1	-
subr	symbol-function	Fsymbol_function	src/data.c	901	1	1	1	1	-
subr	symbol-name	Fsymbol_name	src/data.c	917	1	1	1	1	-
subr	symbol-plist	Fsymbol_plist	src/data.c	909	1	1	1	1	-
subr	symbol-value	Fsymbol_value	src/data.c	1469	1	1	1	1	-
subr	symbolp	Fsymbolp	src/data.c	449	1	1	1	1	-
subr	syntax-class-to-char	Fsyntax_class_to_char	src/syntax.c	1103	1	1	1	1	-
subr	syntax-table	Fsyntax_table	src/syntax.c	986	0	0	0	0	-
subr	syntax-table-p	Fsyntax_table_p	src/syntax.c	968	1	1	1	1	-
subr	system-groups	Fsystem_groups	src/dired.c	1091	0	0	0	0	-
subr	system-name	Fsystem_name	src/editfns.c	1306	0	0	0	0	-
subr	system-users	Fsystem_users	src/dired.c	1070	0	0	0	0	-
subr	take	Ftake	src/fns.c	1674	2	2	2	2	-
subr	tan	Ftan	src/floatfns.c	141	1	1	1	1	-
subr	terminal-coding-system	Fterminal_coding_system	src/coding.c	10683	0	1	0	1	-
subr	terminal-list	Fterminal_list	src/terminal.c	462	0	0	0	0	-
subr	terminal-live-p	Fterminal_live_p	src/terminal.c	425	1	1	1	1	-
subr	terminal-name	Fterminal_name	src/terminal.c	478	0	1	0	1	-
subr	terminal-parameter	Fterminal_parameter	src/terminal.c	526	2	2	2	2	-
subr	terminal-parameters	Fterminal_parameters	src/terminal.c	514	0	1	0	1	-
subr	terpri	Fterpri	src/print.c	626	0	2	0	2	-
subr	test-completion	Ftest_completion	src/minibuf.c	2033	2	3	2	3	-
subr	text-char-description	Ftext_char_description	src/keymap.c	2376	1	1	1	1	-
subr	text-properties-at	Ftext_properties_at	src/textprop.c	557	1	2	1	2	-
subr	text-property-any	Ftext_property_any	src/textprop.c	1843	4	5	4	5	-
subr	text-property-not-all	Ftext_property_not_all	src/textprop.c	1878	4	5	4	5	-
subr	text-quoting-style	Ftext_quoting_style	src/doc.c	645	0	0	0	0	-
subr	this-command-keys	Fthis_command_keys	src/keyboard.c	10657	0	0	0	0	-
subr	this-command-keys-vector	Fthis_command_keys_vector	src/keyboard.c	10703	0	0	0	0	-
subr	this-single-command-keys	Fthis_single_command_keys	src/keyboard.c	10715	0	0	0	0	-
subr	this-single-command-raw-keys	Fthis_single_command_raw_keys	src/keyboard.c	10729	0	0	0	0	-
subr	thread--blocker	Fthread_blocker	src/thread.c	907	1	1	1	1	-
subr	thread-join	Fthread_join	src/thread.c	940	1	1	1	1	-
subr	thread-last-error	Fthread_last_error	src/thread.c	989	0	1	0	1	-
subr	thread-live-p	Fthread_live_p	src/thread.c	895	1	1	1	1	-
subr	thread-name	Fthread_name	src/thread.c	842	1	1	1	1	-
subr	thread-signal	Fthread_signal	src/thread.c	864	3	3	3	3	-
subr	thread-yield	Fthread_yield	src/thread.c	616	0	0	0	0	-
subr	threadp	Fthreadp	src/data.c	705	1	1	1	1	-
subr	throw	Fthrow	src/eval.c	1237	2	2	2	2	-
subr	time-add	Ftime_add	src/timefns.c	1193	2	2	2	2	-
subr	time-convert	Ftime_convert	src/timefns.c	1753	1	2	1	2	-
subr	time-equal-p	Ftime_equal_p	src/timefns.c	1264	2	2	2	2	-
subr	time-less-p	Ftime_less_p	src/timefns.c	1255	2	2	2	2	-
subr	time-subtract	Ftime_subtract	src/timefns.c	1202	2	2	2	2	-
subr	tool-bar-pixel-width	Ftool_bar_pixel_width	src/frame.c	3645	0	1	0	1	-
